OSS,,Unnamed: 0,Unnamed: 0.1.1,URL,average_rating,description,last_update,num_ratings,weekly_downloads,Category,last_update_days_ago,last_update_hours_ago,last_update_date,date_registered,days_since_release
HardInfo,11974,11974,724,/projects/hardinfo.berlios/?source=directory,4,HardInfo displays information about your hardware and operating system.,6/9/14,1,312,System Administration,858,20592,6/9/14,1/22/06,3918
openPOWERLINK,11975,11975,725,/projects/openpowerlink/?source=directory,5,An Open Source POWERLINK Stack,8/2/16,2,198,System Administration,73,1752,8/2/16,4/10/08,3109
Ojubati,11976,11976,726,/projects/oji/?source=directory,0,Next Ojuba Release,10/5/14,0,561,System Administration,740,17760,10/5/14,9/22/13,1118
Monolingual,11977,11977,727,/projects/monolingual/?source=directory,4.3,Monolingual is a program for removing unnecessary language resources from Mac OS X.,10/4/15,39,115,System Administration,376,9024,10/4/15,4/6/04,4574
Linux Kernel Programming IDE (LinK+),11978,11978,728,/projects/linkplustest/?source=directory,5,A Simple 'IDE'A for Linux Kernel Developers,3/19/15,1,310,System Administration,575,13800,3/19/15,11/25/14,689
AMDOverdriveCtrl,11979,11979,729,/projects/amdovdrvctrl/?source=directory,4.8,This tool let's you control the frequency and fan settings of your AMD/ATI video card. It depends on the proprietary AMD/ATI Catalyst display driver and makes use of the AMD Display Library (ADL).,12/13/13,17,108,System Administration,1036,24864,12/13/13,12/24/10,2121
aide,11980,11980,730,/projects/aide/?source=directory,5,AIDE - Advanced Intrusion Detection Environment,7/25/16,6,121,System Administration,81,1944,7/25/16,7/31/03,4824
Conky,11981,11981,731,/projects/conky/?source=directory,4.8,"Conky is an advanced, highly configurable system monitor for X based on torsmo.",8/10/15,26,98,System Administration,431,10344,8/10/15,7/17/05,4107
Coffee,11982,11982,732,/projects/coffee-sc/?source=directory,4.2,Coffee will keep your computer wide awake while your downloads or network transfers complete. Coffee prevents standby when your traffic speed on a selected network adapter is above the user configurable threshold.,9/1/14,5,189,System Administration,774,18576,9/1/14,4/30/11,1994
RS-232 Data Logger,11983,11983,733,/projects/rs232portlogger/?source=directory,5,Allows you to redirect all communication data from RS232 compliant serial port device into a text file for further analysis. RS232 Data Logger redirects data from any available serial port/ports and works under Virtual Machine.,4/11/13,7,114,System Administration,1282,30768,4/11/13,5/31/10,2328
Yabause,11984,11984,734,/projects/yabause/?source=directory,4.8,Yabause is a portable Sega Saturn emulator.,7/31/15,28,96,System Administration,441,10584,7/31/15,9/11/03,4782
Force Copy Beta v 1.0.0.0,11985,11985,735,/projects/forcecopy/?source=directory,5,Copy currupted files from scrached CD's Dvd's Flash Drives,5/15/12,3,156,System Administration,1613,38712,5/15/12,5/15/12,1613
Ultimate Settings Panel,11986,11986,736,/projects/ultimatesettingspanelpro/?source=directory,4,An all in one settings solution for a multitude of configurations.,10/1/16,1,302,System Administration,13,312,10/1/16,9/22/14,753
Sherpya Windows PE Stuff,11987,11987,737,/projects/winpe/?source=directory,4.2,Tools and plugins related to bart's PEBuilder,2/20/13,5,186,System Administration,1332,31968,2/20/13,12/19/04,4317
SwiftSearch,11988,11988,738,/projects/swiftsearch/?source=directory,4.1,Searches NTFS volumes almost instantly,12/21/15,21,117,System Administration,298,7152,12/21/15,12/15/12,1399
fanCON - Fan control for Linux systems,11989,11989,739,/projects/fancon/?source=directory,5,This software wants to be the Unix brother of Windows SpeedFan. Using the package lm-sensors it is able to monitor the system temperatures and the fan speeds and control them by easy commands. It's being planned to add a user GUI to be more friendly.,3/26/13,2,190,System Administration,1298,31152,3/26/13,11/19/07,3252
Untangle,11990,11990,740,/projects/untangle/?source=directory,4.870967742,"Untangle is a Linux-based network gateway with pluggable modules for network applications like spam blocking, web filtering, anti-virus, anti-spyware, intrusion prevention, bandwidth control, captive portal, VPN, firewall, and more. Visit http://untangle.com",2/19/16,31,93,System Administration,238,5712,2/19/16,6/25/07,3399
h-inventory,11991,11991,741,/projects/h-inventory/?source=directory,5,"Web-based hardware/software inventory management for Windows, Linux, BSD computers. H-Inventory provides incident and intervention management, user and network management, network maps, services monitoring and application deployment.",7/8/13,6,117,System Administration,1194,28656,7/8/13,11/22/05,3979
DosBlaster,11992,11992,742,/projects/dosblasterx/?source=directory,5,DosBlaster is a DOS game launcher to run DOS games. It requires DOSBOX (http://www.dosbox.com) as a backend to run the game. The users import the games and then run them.,4/25/13,5,124,System Administration,1268,30432,4/25/13,4/27/11,1997
safecopy,11993,11993,743,/projects/safecopy/?source=directory,5,"safecopy is a data recovery tool which tries to extract as much data as possible from a problematic (i.e. damaged sectors) source - like floppy drives, harddisk partitions, CDs, tape devices, ..., where other tools like dd would fail doe to I/O errors. ",4/16/13,6,116,System Administration,1277,30648,4/16/13,6/9/05,4145
Open1X,11994,11994,744,/projects/open1x/?source=directory,4.8,"Open1X is an open source implementation of the IEEE 802.1X protocol. This project includes support for the supplicant, while other projects (e.g., FreeRADIUS) provide support for the authentication server.",5/20/13,26,94,System Administration,1243,29832,5/20/13,8/15/02,5174
Symbian DOSBox,11995,11995,745,/projects/s60dosbox/?source=directory,4.8,symbian s60 port of the DOSBox emulator for devices running s60 3rd edition feature pack 1 (or later),5/28/13,16,104,System Administration,1235,29640,5/28/13,2/27/09,2786
Apache ActiveMQBrowser,11996,11996,746,/projects/activemqbrowser/?source=directory,5,"An open source project of developing Message admin gui based tools for Apache ActiveMQ. The name of tool is ActiveMQBrowser. It aims to implement functionality such as New Message Create/Send, Delete Messages, Forward Messages, Subscribe TOPICs.",4/23/13,6,115,System Administration,1270,30480,4/23/13,6/7/09,2686
Snort,11997,11997,747,/projects/snort/?source=directory,5,"** As of Snort 2.9.7.6, we are longer releasing Snort on SourceForge.  Please head to http://www.snort.org from now on!**",7/1/15,6,115,System Administration,471,11304,7/1/15,3/8/00,6064
PCSX2 and PCSX2 team's plugins,11998,11998,748,/projects/pcsx2/?source=directory,5,PlayStation 2 emulator for Windows and Linux,7/13/14,9,103,System Administration,824,19776,7/13/14,4/25/03,4921
linux process explorer,11999,11999,749,/projects/procexp/?source=directory,4.7,"Graphical process explorer for Linux. Shows process information: process tree, TCP IP connections and graphical performance figures for processes. Aims to mimic Windows procexp from sysinternals, and aims to be more usable than top and ps, especially for advanced users.",1/5/14,12,113,System Administration,1013,24312,1/5/14,3/7/10,2413
openQRM - Cloud Computing Platform,12000,12000,750,/projects/openqrm/?source=directory,4.903225806,This is for legacy releases only! Please see http://www.openqrm.com !,4/30/15,31,91,System Administration,533,12792,4/30/15,11/22/05,3979
SuRun,12001,12001,751,/projects/surun/?source=directory,4.7,SuRun eases using Windows 2000 to Windows 10 with limited user rights. With SuRun you can start applications with elevated rights without needing administrator credentials.,16 hours ago,15,105,System Administration,1,16,10/13/16,7/9/09,2654
OpenCBM,12002,12002,752,/projects/opencbm/?source=directory,5,"Win NT/2K/XP, and Linux/i386 kernel driver and development library to control serial CBM devices, such as the Commodore 1541 disk drive, connected to the PC's parallel port via a XM1541 or XA1541 cable. Fast disk copier included. Successor of cbm4li",8/25/16,2,185,System Administration,50,1200,8/25/16,10/19/04,4378
HTB setup script,12003,12003,753,/projects/htbinit/?source=directory,5,HTB.init is a shell script derived from CBQ.init that allows for easy setup of HTB-based traffic control on Linux. HTB (Hierachical Token Bucket) is a new queueing discipline which attempts to address the weaknesses of current CBQ implementation.,4/16/13,44,83,System Administration,1277,30648,4/16/13,2/12/02,5358
M.A.M.E. Catalog / Launcher II,12004,12004,754,/projects/qmc2/?source=directory,0,QMC2 is a Qt based multi-platform GUI front end for MAME,5 days ago,0,520,System Administration,5,104,10/9/16,1/26/07,3549
ROX Desktop,12005,12005,755,/projects/rox/?source=directory,5,The ROX Desktop is a desktop based around ROX-Filer - a powerful file manager.,9/14/15,3,148,System Administration,396,9504,9/14/15,6/16/00,5964
Cracx,12006,12006,756,/projects/cracx/?source=directory,5,simple and light-weight archive password cracker,4/22/13,2,183,System Administration,1271,30504,4/22/13,1/5/10,2474
LDAP Account Manager,12007,12007,757,/projects/lam/?source=directory,0,LDAP Account Manager (LAM) is a webfrontend for managing accounts stored in an LDAP directory. You can use templates for account creation and use multiple configuration profiles. Account information can be exported as PDF file.,9/10/16,0,517,System Administration,34,816,9/10/16,2/4/03,5001
Personal Renamer - Easy file renaming,12008,12008,758,/projects/personalrenamer/?source=directory,4.5,"File renamer, Folder monitor. All in one.",8/4/15,4,130,System Administration,437,10488,8/4/15,11/18/09,2522
Netcat,12009,12009,759,/projects/nc110/?source=directory,0,Memorial of original *Hobbit*'s version 1.10 of netcat tool. nc is a Swiss Army knife utility to write and read data across TCP and UDP network connections.,9/16/13,0,515,System Administration,1124,26976,9/16/13,2/10/06,3899
RHash,12010,12010,760,/projects/rhash/?source=directory,5,"RHash is a console utility for computing and verifying hash sums of files. It supports CRC32, MD4, MD5, SHA1, SHA256, SHA512, SHA3, Tiger, TTH, Torrent BTIH, AICH, ED2K, GOST R 34.11-94, RIPEMD-160, HAS-160, EDON-R 256/512, WHIRLPOOL and SNEFRU hash sums.",8/30/14,6,112,System Administration,776,18624,8/30/14,9/6/07,3326
cups-bjnp,12011,12011,761,/projects/cups-bjnp/?source=directory,5,CUPS back-end for the canon printers using the proprietary USB over IP BJNP protocol. This back-end allows Cups to print over the network to a Canon printer.  The design is based on reverse engineering of the protocol.,9/16/16,10,98,System Administration,28,672,9/16/16,7/17/08,3011
Open Grid Scheduler,12012,12012,762,/projects/gridscheduler/?source=directory,5,"Based on the source code of Sun Grid Engine, we are continuing the open source development effort here on sourceforge.",1/1/14,15,91,System Administration,1017,24408,1/1/14,8/16/10,2251
rkflashtool,12013,12013,763,/projects/rkflashtool/?source=directory,5,Tools for flashing Rockchip devices,2 days ago,4,129,System Administration,2,32,10/12/16,3/9/12,1680
Stuff Organizer,12014,12014,764,/projects/stufforganizer/?source=directory,3.8,"Stuff Organizer is a catalog application. You can organize your stuff (movies, softwares, games, musics, e-books and whatever.",3/26/13,4,215,System Administration,1298,31152,3/26/13,4/17/11,2007
sbackup,12015,12015,765,/projects/sbackup/?source=directory,4.5,"The sbackup suite is a simple backup solution for Gnome desktop. All configuration is accessable via Gnome interface. File and paths can be included and excluded directly or by regex, local and remote backups supported.",2/24/14,23,107,System Administration,963,23112,2/24/14,8/4/05,4089
Mac OS X Packages,12016,12016,766,/projects/macpkg/?source=directory,5,Building .tgz and .pkg software packages for Mac OS X.,10/20/14,1,282,System Administration,725,17400,10/20/14,9/21/11,1850
GCALDaemon,12017,12017,767,/projects/gcaldaemon/?source=directory,4.6,"GCALDaemon is a Java program that offers two-way synchronization between Google Calendar and various iCalendar (RFC 2445) compatible calendar applications (Sunbird, Rainlendar, Apple iCal, Lightning, Evolution, KDE Kontact, Vista Calendar, etc). ",4/23/13,9,122,System Administration,1270,30480,4/23/13,12/11/06,3595
FileSearch,12018,12018,768,/projects/file-search/?source=directory,4.5,FileSearch is a multi-threaded documents searcher. No indexes need to be updated ; no background service is required. The more you have drives the more search speed is increased thanks to its multi-threading technic.,10/25/12,8,128,System Administration,1450,34800,10/25/12,9/28/09,2573
